text_id,text_uri,title_ar,title_lat,author_id,ed_info,collection,tok_length,page_count,volumes,tags
Tafsir03029,0283SahlTustari.Tafsir.Tafsir03029-ara1,تفسير القرآن,Tafsir,0283SahlTustari,,al-Tafāsīr,50911,179,1,_TAFSIR
Sham19Y0014041,0284Bandaniji.Taqfiya.Sham19Y0014041-ara1,التقفية في اللغة,Taqfiya,0284Bandaniji,د. خليل إبراهيم العطية :: 1976 م :: الجمهورية العراقية - وزارة الأوقاف - إحياء التراث الإسلامي (14) - مطبعة العاني - بغداد,al-Maktaba al-Shāmila,66355,675,1,_FIQH
JK007601,0284Buhturi.Diwan.JK007601-ara1,ديوان البحتري,Diwan,0284Buhturi,,al-Jāmiʿ al-Kabīr,12442,167,1,_SHICR
Sham19Y0148535,0284Buhturi.Hamasa.Sham19Y0148535-ara1,حماسة البحتري :: الحماسة للبحتري,Hamasa,0284Buhturi,د. محمد إبراهيم حور - أحمد محمد عبيد :: 1428 ه - 2007 م :: هيئة أبو ظبي للثقافة والتراث، أبو ظبي - الإمارات العربية المتحدة,al-Maktaba al-Shāmila,49334,493,1,_ADAB :: _BALAGHA
Zaydiyya0000019,0284MuhammadIbnQasimRassi.HijraWaWasiyya.Zaydiyya0000019-ara1,الهجرة والوصية,Hijra Wa Wasiyya,0284MuhammadIbnQasimRassi,,al-Shāmila al-Zaydiyya,18650,108,1,Zaydiyya@الأدعية والأخلاق والرقائق :: born@Yaman_RE_Auto :: PRIMARY_VERSION :: CLEANED_VERSION
ShamAY0034170,0284YazidIbnHaythamDaqqaq.MinKalamIbnMacinFiRijal.ShamAY0034170-ara1,من كلام أبي زكريا يحيى بن معين في الرجال :: من كلام أبي زكريا يحيى بن معين في الرجال  :: من كلام أبي زكريا يحيى بن معين في الرجال - ط الفاروق,Min Kalam Ibn Macin Fi Rijal,0284YazidIbnHaythamDaqqaq,أبو عمر محمد بن علي الأزهري :: الأولى، 1429 ه - 2008 م :: الفاروق الحديثة للطباعة والنشر - القاهرة,al-Maktaba al-Shāmila AY,5028,86,1,_CILAL
Shamela0030427,0285IbnIbrahimSancani.Hadith.Shamela0030427-ara1,حديث إسحاق الدبري عن عبد الرزاق,Hadith,0285IbnIbrahimSancani,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,3106,61,1,_HADITH :: _MAKHTUTAT
Shamela0010508,0285IbnYazidMubarrad.Fadil.Shamela0010508-ara1.completed,الفاضل,Fadil,0285IbnYazidMubarrad,http://www.worldcat.org/oclc/956982336 :: دار الكتب المصرية، القاهرة,al-Maktaba al-Shāmila,21170,127,1,_FASAHA :: _BALAGHA :: _ADAB
ShamAY0034459,0285IbnYazidMubarrad.IcjazAbyat.ShamAY0034459-ara1,أعجاز أبيات تغني في التمثيل عن صدروها  :: أعجاز أبيات :: أعجاز أبيات تغني في التمثيل عن صدروها,Icjaz Abyat,0285IbnYazidMubarrad,,al-Maktaba al-Shāmila AY,586,4,1,_ADAB :: _BALAGHA
Shamela0008505,0285IbnYazidMubarrad.KamilFiLugha.Shamela0008505-ara1.mARkdown,الكامل في للغة والأدب :: الكامل في للغة والأدب,al-Kāmil fī l-luġaŧ wa-l-adab,0285IbnYazidMubarrad,http://www.worldcat.org/oclc/4770660215 :: محمد أبو الفضل إبراهيم :: دار الفكر العربي - القاهرة,al-Maktaba al-Shāmila,187592,954,1,_ADAB :: _BALAGHA
Kraken22021701013200,0285IbnYazidMubarrad.MudhakkarWaMuannath.Kraken22021701013200-ara1,,Mudhakkar Wa Muannath,0285IbnYazidMubarrad,http://www.worldcat.org/oclc/4770336028,Kraken,26150,168,4,born@BASRA_477E304N_S :: born@Iraq_RE :: died@BAGHDAD_443E333N_S :: UNCORRECTED_OCR :: PRIMARY_VERSION :: CLEANED_VERSION
Shamela0006965,0285IbnYazidMubarrad.Muqtadab.Shamela0006965-ara1.mARkdown,كتاب المقتضب :: كتاب المقتضب,Kitāb al-Muqtaḍab,0285IbnYazidMubarrad,http://www.worldcat.org/oclc/1044596581 :: محمد عبد الخالق عظيمة. :: عالم الكتب. - بيروت,al-Maktaba al-Shāmila,170845,1444,2,_SARF :: _MAJMUCAT :: _NAHW
Shamela0028170,0285IbnYazidMubarrad.NasabCadnan.Shamela0028170-ara1.mARkdown,نسب عدنان و قحطان,Nasab ʿAdnān wa Qaḥṭān,0285IbnYazidMubarrad,http://www.worldcat.org/oclc/33985336 :: عبد العزيز الميمنى الراجكوتى :: 1354 هـ - 1936 م :: مطبعة لجنة التأليف والترجمة والنشر - الهند,al-Maktaba al-Shāmila,4219,25,1,_TARIKH
ShamAY0037226,0285IbnYazidMubarrad.SharhLamiyya.ShamAY0037226-ara1,شرح المبرد على لامية العرب,Sharh Lamiyya,0285IbnYazidMubarrad,الدكتور جميل عبد الله عويضة,al-Maktaba al-Shāmila AY,3694,20,1,_LUGHA :: _SARF :: _NAHW
Shamela0021554,0285IbnYazidMubarrad.Tacazi.Shamela0021554-ara1.mARkdown,التعازي,al-taʿāzī,0285IbnYazidMubarrad,http://www.worldcat.org/oclc/929498358 :: إبراهيم محمد حسن الجمل :: نهضة مصر للطباعة والنشر والتوزيع,al-Maktaba al-Shāmila,42552,253,1,_SHICR
JK000758,0285IbrahimHarbi.GharibHadith.JK000758-ara1,غريب الحديث :: غريب الحديث للحربي,Gharib Hadith,0285IbrahimHarbi,د. سليمان إبراهيم محمد العايد :: مكة المكرمة :: 1405 :: جامعة أم القرى,al-Jāmiʿ al-Kabīr,102938,1230,3,_LUGHA :: _HADITH :: _GHARIB :: _SARF :: _MACAJIM :: _NAHW :: _FIQH :: _MUSTALAHAT
JK000053,0285IbrahimHarbi.IkramDayf.JK000053-ara1,إكرام الضيف,Ikram Dayf,0285IbrahimHarbi,عبد الله عائض الغرازي :: طنطا :: 1407 :: مكتبة الصحابة,al-Jāmiʿ al-Kabīr,7636,39,1,_HADITH :: _AKHLAQ :: _AJZA :: _SUNNI
JK001161,0285IbrahimHarbi.RisalaFiQuranGhayrMakhluq.JK001161-ara1,رسالة في أن القرآن غير مخلوق ويليه رسالة الإمام أحمد إلى الخليفة المتوكل في مسألة القرآن :: رسالة في أن القرآن غير مخلوق,Risala Fi Quran Ghayr Makhluq,0285IbrahimHarbi,علي بن عبد العزيز علي الشبل :: الرياض :: 1416هـ - 1995م :: دار العاصمة للنشر والتوزيع,al-Jāmiʿ al-Kabīr,1839,31,1,_CAQAID :: _MILAL
ShamAY0032892,0286AbuHasanMakki.MinHadithAbiCubyad.ShamAY0032892-ara1,من حديث أبي الحسن المكي عن أبي عبيد القاسم بن سلام - مخطوط  :: من حديث أبي الحسن المكي عن أبي عبيد القاسم بن سلام - مخطوط,Min Hadith Abi Cubyad,0286AbuHasanMakki,,al-Maktaba al-Shāmila AY,1064,22,1,_HADITH
Tafsir05044,0286IbnHakamHibari.Tafsir.Tafsir05044-ara1,تفسير الحبري,Tafsir,0286IbnHakamHibari,,al-Tafāsīr,6248,21,1,_CULUM :: _TAFSIR :: _QURAN
Shamela0008208,0286IbnWaddahQurtubi.Bidac.Shamela0008208-ara1.inProgress,البدع والنهي عنها,Bidac,0286IbnWaddahQurtubi,عمرو عبد المنعم سليم :: مكتبة ابن تيمية، القاهرة- مصر، مكتبة العلم، جدة - السعودية,al-Maktaba al-Shāmila,17263,305,2,_HADITH :: _MASAIL :: _FIQH
JK000481,0287IbnAbiCasim.AhadWaMathani.JK000481-ara1.mARkdown,آلآحاد و المثاني,āl-āḥād wa al-maṯānī,0287IbnAbiCasim,http://www.worldcat.org/oclc/754757262 :: د. باسم فيصل أحمد الجوابرة :: الرياض :: 1411 - 1991 :: دار الراية,al-Jāmiʿ al-Kabīr,242792,2580,6,_HADITH :: _MACAJIM :: _TARAJIM :: _SUNNI :: _TABAQAT :: _MASANID
JK000633,0287IbnAbiCasim.Awail.JK000633-ara1,الأوائل لابن أبي عاصم,Awail,0287IbnAbiCasim,محمد بن ناصر العجمي :: الكويت :: دار الخلفاء للكتاب الإسلامي,al-Jāmiʿ al-Kabīr,9186,59,1,_HADITH :: _AJZA :: _TARAJIM :: _SUNNI :: _TABAQAT
JK000178,0287IbnAbiCasim.Diyat.JK000178-ara1,الديات,Diyat,0287IbnAbiCasim,كراتشي :: 1407 - 1987 :: إدارة القرآن والعلوم الإسلامية,al-Jāmiʿ al-Kabīr,20024,79,1,_USUL :: _BUHUTH :: _MASAIL :: _FIQH
JK000562,0287IbnAbiCasim.Jihad.JK000562-ara1,الجهاد لابن أبي عاصم,Jihad,0287IbnAbiCasim,مساعد بن سليمان الراشد الجميد :: المدينة المنورة :: 1409 :: مكتبة العلوم والحكم,al-Jāmiʿ al-Kabīr,19653,591,2,_HADITH :: _USUL :: _AJZA :: _MASAIL :: _FIQH :: _TARAJIM
JK000597,0287IbnAbiCasim.Mudhakkir.JK000597-ara1,المذكر والتذكير,Mudhakkir,0287IbnAbiCasim,,al-Jāmiʿ al-Kabīr,2591,53,1,_HADITH :: _AKHLAQ :: _AJZA :: _SUNNI
Shamela0026823,0287IbnAbiCasim.Salat.Shamela0026823-ara1,كتاب الصلاة على النبي صلى الله عليه وسلم,Salat,0287IbnAbiCasim,حمدي عبد المجيد السلفي :: دار المأمون للتراث - دمشق,al-Maktaba al-Shāmila,5707,92,1,_HADITH :: _AJZA
JK000630,0287IbnAbiCasim.Sunna.JK000630-ara1,السنة :: السنة لابن أبي عاصم,Sunna,0287IbnAbiCasim,محمد ناصر الدين الألباني :: بيروت :: 1400 :: المكتب الإسلامي,al-Jāmiʿ al-Kabīr,91622,628,2,_HADITH :: _CAQAID :: _AJZA :: _MILAL
JK000503,0287IbnAbiCasim.Zuhd.JK000503-ara1,الزهد لابن أبي عاصم :: الزهد,Zuhd,0287IbnAbiCasim,عبد العلي عبد الحميد حامد :: القاهرة :: 1408 :: دار الريان للتراث,al-Jāmiʿ al-Kabīr,12340,129,1,_ADHKAR :: _HADITH :: _AKHLAQ :: _RAQAIQ :: _AJZA :: _ADAB
GRAR000011,0288ThabitIbnQurra.AbluniyusFiMakhrutat.GRAR000011-ara1,كتاب أبلونيوس في المخروطات,Kitāb Ablūniyūs fī al-Maḫrūṭāt,0288ThabitIbnQurra,https://www.graeco-arabic-studies.org/single-text/text/nix-77.html :: http://www.worldcat.org/oclc/978554592,Graeco-Arabic Studies,3021,13,1,born@Aqur_RE :: born@HARRAN_390E368N_S :: PRIMARY_VERSION :: CLEANED_VERSION
GRAR000060,0288ThabitIbnQurra.MadkhalLiNiqumakhus.GRAR000060-ara1,كتاب مدخل الى علم العدد اللذي وضعه¶    نيقوماخس الجاراسيني من شيعة فيثاغورس,Kitāb Madḫal ilá ʿilm al-ʿadad al-laḏī waḍaʿahu¶    Nīqūmāḫus al-Jārāsīnī min šīʿaŧ Fīṯāġūras,0288ThabitIbnQurra,http://www.worldcat.org/oclc/907744109 :: https://www.graeco-arabic-studies.org/single-text/text/kutsch-87.html,Graeco-Arabic Studies,29295,100,1,born@Aqur_RE :: born@HARRAN_390E368N_S :: PRIMARY_VERSION :: CLEANED_VERSION
PAL066900971,0288ThabitIbnQurra.Majisti.PAL066900971-ara1.completed,المجسطي,al-Majisṭī,0288ThabitIbnQurra,https://ptolemaeus.badw.de/work/201 :: Tunis Dār al-kutub al-waṭaniyya 7116,Ptolemaeus Arabus,53804,95,1,born@Aqur_RE :: born@HARRAN_390E368N_S :: IMAGES :: TABLES :: PRIMARY_VERSION :: CLEANED_VERSION :: COMPLETED
GRAR000075,0288ThabitIbnQurra.RawabicLiAflatun.GRAR000075-ara1,كتاب الروابيع لأفلاطون,Kitāb al-Rawābīʿ li-Aflāṭūn,0288ThabitIbnQurra,http://www.worldcat.org/oclc/473938010 :: https://www.graeco-arabic-studies.org/single-text/text/badawi-74.html,Graeco-Arabic Studies,30233,122,1,born@Aqur_RE :: born@HARRAN_390E368N_S :: PRIMARY_VERSION :: CLEANED_VERSION
ALCorpus00005,0288ThabitIbnQurra.SanatShamsBiArsad.ALCorpus00005-ara1,كتاب في سنت الشمس بالأرصاد,Kitāb fī Sanat al-šams bi-al-arṣād,0288ThabitIbnQurra,http://www.worldcat.org/oclc/462103388,Arabic and Latin,8250,42,1,born@Aqur_RE :: born@HARRAN_390E368N_S :: PRIMARY_VERSION :: CLEANED_VERSION
ALCorpus00035,0288ThabitIbnQurra.TashilMajisti.ALCorpus00035-ara1,,Tashil Majisti,0288ThabitIbnQurra,,Arabic and Latin,2536,17,1,born@Aqur_RE :: born@HARRAN_390E368N_S :: CLEANED_VERSION :: PRIMARY_VERSION
Kraken220410202737,0288Ushnandani.MacaniShicr.Kraken220410202737-ara1,,Macani Shicr,0288Ushnandani,http://www.worldcat.org/oclc/34994946,Kraken,21722,121,1,UNCORRECTED_OCR :: PRIMARY_VERSION :: CLEANED_VERSION
ShamAY0036466,0289YahyaBinCumarAndalusi.AhkamSuq.ShamAY0036466-ara1,أحكام السوق أو النظر والأحكام في جميع أحوال السوق  :: أحكام السوق :: أحكام السوق أو النظر والأحكام في جميع أحوال السوق,Ahkam Suq,0289YahyaBinCumarAndalusi,,al-Maktaba al-Shāmila AY,9003,34,1,ShamAY@بحوث ومسائل - مرقم آليا :: born@Andalus_RE :: died@Maghrib_RE :: PRIMARY_VERSION :: CLEANED_VERSION
Shamela0009322,0290IbnAhmadIbnHanbal.FadailCuthman.Shamela0009322-ara1.mARkdown,فضائل عثمان بن عفان,faḍāʾil ʿUṯmān b. ʿAffān,0290IbnAhmadIbnHanbal,http://www.worldcat.org/oclc/756049237 :: أبو مصعب طلعت بن فؤاد الحلواني :: دار ماجد عسيري، السعودية,al-Maktaba al-Shāmila,17051,156,1,_HADITH :: _AJZA :: _TARAJIM
JK006833,0290IbnAhmadIbnHanbal.Sunna.JK006833-ara1.mARkdown,السنة,al-Sunnaŧ,0290IbnAhmadIbnHanbal,http://www.worldcat.org/oclc/236031415 :: د. محمد سعيد سالم القحطاني :: الدمام :: 1406 :: دار ابن القيم,al-Jāmiʿ al-Kabīr,84941,549,2,_HADITH :: _CAQAID :: _MILAL
ShamAY0038636,0290IbnCaliKhuyutiAbbar.JuzMinHadithZuhri.ShamAY0038636-ara1,الجزء الأول من حديث الزهري - مخطوط  :: الجزء الأول من حديث الزهري للأبار - مخطوط :: الجزء الأول من حديث الزهري - مخطوط,Juz Min Hadith Zuhri,0290IbnCaliKhuyutiAbbar,,al-Maktaba al-Shāmila AY,8832,132,1,_HADITH
Masaha001945,0290IbnHasanSaffar.BasairDarajat.Masaha001945-ara1,بصائر الدرجات في فضائل آل محمد(ص),Basair Darajat,0290IbnHasanSaffar,,Masāḥa,138155,539,1,_HADITH
Zaydiyya0000024,0290IbnMansurMuradi.Dhikr.Zaydiyya0000024-ara1,كتاب الذكر,Dhikr,0290IbnMansurMuradi,,al-Shāmila al-Zaydiyya,40247,210,77,Zaydiyya@الأدعية والأخلاق والرقائق :: born@Iraq_RE_Auto :: PRIMARY_VERSION :: CLEANED_VERSION
Shamela0009236,0290MufaddalIbnSalama.Fakhir.Shamela0009236-ara1,الفاخر,Fakhir,0290MufaddalIbnSalama,عبد العليم الطحاوي :: دار إحياء الكتب العربية، عيسى البابي الحلبي,al-Maktaba al-Shāmila,49790,324,1,_BALAGHA :: _ADAB
Shamela0096608,0291IbnYahyaThaclab.Fasih.Shamela0096608-ara1,الفصيح,Fasih,0291IbnYahyaThaclab,دكتور عاطف مدكور :: دار المعارف,al-Maktaba al-Shāmila,7591,65,1,_GHARIB :: _MACAJIM :: _FIQH :: _MUSTALAHAT
JK010605,0291IbnYahyaThaclab.MajalisThaclab.JK010605-ara1,مجالس ثعلب,Majalis Thaclab,0291IbnYahyaThaclab,,al-Jāmiʿ al-Kabīr,63654,115,1,_QISAS :: _TARAIF :: _BALAGHA :: _ADAB
JK007122,0291IbnYahyaThaclab.QawacidShicr.JK007122-ara1,قواعد الشعر,Qawacid Shicr,0291IbnYahyaThaclab,رمضان عبد التواب :: القاهرة :: 1995م :: مكتبة الخانجي,al-Jāmiʿ al-Kabīr,3582,58,1,_BALAGHA :: _ADAB :: _SHICR
Shamela0012981,0292AbuBakrBazzar.BahrZakhkhar.Shamela0012981-ara1,مسند البزار المنشور باسم البحر الزخار,Bahr Zakhkhar,0292AbuBakrBazzar,محفوظ الرحمن زين الله، (حقق الأجزاء من 1 إلى 9) :: مكتبة العلوم والحكم - المدينة المنورة,al-Maktaba al-Shāmila,724753,9594,18,_HADITH :: _MACAJIM :: _TARAJIM :: _MASANID
Shamela0011766,0292Bahshal.TarikhWasit.Shamela0011766-ara1.mARkdown,تأريخ واسط,Taʾrīḫ Wāsiṭ,0292Bahshal,http://www.worldcat.org/oclc/1107159304 :: كوركيس عواد :: عالم الكتب، بيروت,al-Maktaba al-Shāmila,54149,245,1,_HADITH :: _BULDAN :: _TARIKH :: _TARAJIM :: _TABAQAT
Shamela0008212,0292IbnCaliMarwazi.JumcaWaFadluha.Shamela0008212-ara1,الجمعة وفضلها,Jumca Wa Fadluha,0292IbnCaliMarwazi,سمير بن أمين الزهيري :: دار عمار، عمان,al-Maktaba al-Shāmila,3758,92,1,_HADITH :: _AJZA
JK000693,0292IbnCaliMarwazi.MusnadAbiBakr.JK000693-ara1,مسند أبي بكر الصديق :: مسند أبي بكر,Musnad Abi Bakr,0292IbnCaliMarwazi,شعيب الأرناؤوط :: بيروت :: المكتب الإسلامي,al-Jāmiʿ al-Kabīr,14357,182,1,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _MASANID
JK000835,0292SacidBardhaci.Ducafa.JK000835-ara1,الضعفاء وأجوبة الرازي على سؤالات البرذعي :: سؤالات البرذعي,Ducafa,0292SacidBardhaci,د. سعدي الهاشمي :: المنصورة :: 1409 :: دار الوفاء,al-Jāmiʿ al-Kabīr,27507,452,1,_HADITH :: _SUALAT :: _TARAJIM
ShamAY0034145,0292SacidBardhaci.SualatLiAbiZurca.ShamAY0034145-ara1,سؤالات البرذعي لأبي زرعة الرازي ومعه كتاب أسامي الضعفاء له - ط الفاروق :: سؤالات البرذعي لأبي زرعة الرازي ومعه كتاب أسامي الضعفاء :: سؤالات البرذعي لأبي زرعة الرازي ومعه كتاب أسامي الضعفاء ,Sualat Li Abi Zurca,0292SacidBardhaci,أبو عمر محمد بن علي الأزهري :: الأولى، 2009 م :: الفاروق الحديثة للطباعة والنشر - القاهرة,al-Maktaba al-Shāmila AY,28022,1081,1,_CILAL
Shamela0010808,0292Yacqubi.Buldan.Shamela0010808-ara1.completed,كتاب البلدان :: كتاب أسماء البلدان,Kitāb al-Buldān,0292Yacqubi,http://www.worldcat.org/oclc/4771121801 :: دار الكتب العلمية، بيروت,al-Maktaba al-Shāmila,30382,209,1,_JUGHRAFIYA :: _BULDAN :: _RIHLAT :: _TARIKH
